CO,JUR,CNTYNAME,DATE,PLACE,OFFICE,AREA,TERM,LASTNAME,FIRSTNAME,BALDESIG,INCUMB,CAND#,VOTES,TOTVOTES,PERCENT,ELECTED
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,Acosta,Helen V.,Incumbent,Yes,7,2454,10660,0.23,Yes
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,Logsdon,Larry,Educator-American History,No,7,2199,10660,0.206,Yes
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,Petit,Connie,Business Owner,No,7,1699,10660,0.159,No
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,White,Kenneth,Equipment Mechanic,No,7,1219,10660,0.114,No
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,Robertson-Fortson,Kari,Parenting Program Coordinator,No,7,1154,10660,0.108,No
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,Herrera,Deborah G.,Adult School Teacher,No,7,1059,10660,0.099,No
19,3,LOS ANGELES,1995-11-07,Palmdale Elementary ,School Board,,Full,Talley,Charles,Retired,No,7,876,10660,0.082,No
19,3,LOS ANGELES,1995-11-07,Palos Verdes Peninsula Unified ,School Board,,Full,Davidson,Joan,School Board Trustee,Yes,4,4938,18764,0.263,Yes
19,3,LOS ANGELES,1995-11-07,Palos Verdes Peninsula Unified ,School Board,,Full,Gertz,Gary,"Financial Executive, CPA",No,4,4773,18764,0.254,Yes
19,3,LOS ANGELES,1995-11-07,Palos Verdes Peninsula Unified ,School Board,,Full,Hilderbrand,Barry J.,Governing Board Member,Yes,4,4693,18764,0.25,No
19,3,LOS ANGELES,1995-11-07,Palos Verdes Peninsula Unified ,School Board,,Full,Dye,Barbara,"Publisher, Educator",No,4,4360,18764,0.232,No
19,3,LOS ANGELES,1995-11-07,Paramount Unified ,School Board,,Full,Hansen,Vivian,Incumbent,Yes,3,801,2276,0.352,Yes
19,3,LOS ANGELES,1995-11-07,Paramount Unified ,School Board,,Full,Olson,Craig,Retired Educator,No,3,749,2276,0.329,Yes
19,3,LOS ANGELES,1995-11-07,Paramount Unified ,School Board,,Full,Elliott,Shirley,No Ballot Designation,No,3,726,2276,0.319,No
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,McCracken,Nancy J.,School Board Member,Yes,7,6193,22410,0.276,Yes
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,Engdahl,Brenda,Incumbent,Yes,7,4335,22410,0.193,Yes
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,Ursua,Tomas,Administrator/Businessman,No,7,3673,22410,0.164,No
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,Jimenez,Art,Assistant School Director,No,7,3293,22410,0.147,No
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,Rodriguez,Daniel R.,Program Manager,No,7,1734,22410,0.077,No
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,Johnson,Jerry,"Director, Information Systems",No,7,1618,22410,0.072,No
19,3,LOS ANGELES,1995-11-07,Pomona Unified ,School Board,,Full,"Byrum, II",Garland,Insurance Agent,No,7,1564,22410,0.07,No
19,3,LOS ANGELES,1995-11-07,Rosemead Elementary,School Board,,Full,Metz,Gary,Incumbent,Yes,3,357,970,0.368,Yes
19,3,LOS ANGELES,1995-11-07,Rosemead Elementary,School Board,,Full,Cantrell,Randall,Senior Hardware Analyst,Yes,3,345,970,0.356,Yes
19,3,LOS ANGELES,1995-11-07,Rosemead Elementary,School Board,,Full,Leong,Dolly C.,Assessment Hearing Officer,No,3,268,970,0.276,No
19,3,LOS ANGELES,1995-11-07,Rowland Unified ,School Board,,Full,Lamphere,Pete, Boardmember/Businessman,Yes,4,1651,4418,0.374,Yes
19,3,LOS ANGELES,1995-11-07,Rowland Unified ,School Board,,Full,Davenport,Jerre,Retired School Employee,No,4,1459,4418,0.33,Yes
19,3,LOS ANGELES,1995-11-07,Rowland Unified ,School Board,,Full,Kim,Cobert,Teacher-Educator,No,4,830,4418,0.188,No
19,3,LOS ANGELES,1995-11-07,Rowland Unified ,School Board,,Full,Bowers,Tom L.,Minister,No,4,478,4418,0.108,No
19,3,LOS ANGELES,1995-11-07,San Gabriel Unified ,School Board,,Full,Seil,Karl E.,Incumbent,Yes,4,880,2572,0.342,Yes
19,3,LOS ANGELES,1995-11-07,San Gabriel Unified ,School Board,,Full,Clayton,Frank D.,Incumbent,Yes,4,875,2572,0.34,Yes
19,3,LOS ANGELES,1995-11-07,San Gabriel Unified ,School Board,,Full,Anderson,Daryl R.,Retired Educator,No,4,538,2572,0.209,No
19,3,LOS ANGELES,1995-11-07,San Gabriel Unified ,School Board,,Full,Alvarado,Tomas,Management Consultant,No,4,279,2572,0.108,No
19,3,LOS ANGELES,1995-11-07,San Marino Unified ,School Board,,Full,Gute,Wendy,Teacher/Homemaker,No,3,1579,3527,0.448,Yes
19,3,LOS ANGELES,1995-11-07,San Marino Unified ,School Board,,Full,Gayl,Robert C.,Real Estate Investor,Yes,3,1147,3527,0.325,Yes
19,3,LOS ANGELES,1995-11-07,San Marino Unified ,School Board,,Full,Thyberg,Gregory,Attorney,No,3,801,3527,0.227,No
19,3,LOS ANGELES,1995-11-07,Santa Clarita Community College ,School Board,2.0,Full,Jenkins,Michele,Incumbent,Yes,1,6223,6223,1.0,Yes
19,3,LOS ANGELES,1995-11-07,Santa Clarita Community College ,School Board,4.0,Full,Fortine,Bruce,Corporate Executive,Yes,1,6131,6131,1.0,Yes
19,3,LOS ANGELES,1995-11-07,Santa Clarita Community College ,School Board,5.0,Full,Gillis,Ron,Plumber,No,2,4429,7547,0.587,Yes
19,3,LOS ANGELES,1995-11-07,Santa Clarita Community College ,School Board,5.0,Full,Peoples,Richard G.,Incumbent,Yes,2,3118,7547,0.413,No
19,3,LOS ANGELES,1995-11-07,Saugus Union Elementary,School Board,,Full,Koscielny,Rose,Registered Nurse,No,4,1273,4421,0.288,Yes
19,3,LOS ANGELES,1995-11-07,Saugus Union Elementary,School Board,,Full,Kennick,Michael P.,Engineer,No,4,1137,4421,0.257,Yes
19,3,LOS ANGELES,1995-11-07,Saugus Union Elementary,School Board,,Full,Murr,Gary G.,Self Employed Businessperson,No,4,1085,4421,0.245,No
19,3,LOS ANGELES,1995-11-07,Saugus Union Elementary,School Board,,Full,Allen,Rick,Senior Pastor,No,4,926,4421,0.209,No
19,3,LOS ANGELES,1995-11-07,Snowline Joint Unified  ,School Board,,Full,Wells,Marilyn K.,Incumbent,Yes,3,24,54,0.444,Yes
19,3,LOS ANGELES,1995-11-07,Snowline Joint Unified  ,School Board,,Full,Pratt,Glenn G.,Sheriff's Captain,No,3,19,54,0.352,Yes
19,3,LOS ANGELES,1995-11-07,Snowline Joint Unified  ,School Board,,Full,Postmus,Bill,Sheriff's Lieutenant,No,3,11,54,0.204,No
19,3,LOS ANGELES,1995-11-07,South Whittier Elementary,School Board,,Full,Halstead,Teresa,Governing Board Member,Yes,4,435,1306,0.333,Yes
19,3,LOS ANGELES,1995-11-07,South Whittier Elementary,School Board,,Full,Stys,Sharon,Incumbent,Yes,4,422,1306,0.323,Yes
19,3,LOS ANGELES,1995-11-07,South Whittier Elementary,School Board,,Full,Redman,L. H. Butch,Businessman/Educator,No,4,238,1306,0.182,No
19,3,LOS ANGELES,1995-11-07,South Whittier Elementary,School Board,,Full,Hernandez,Ramon R.,Administrative Clerk,Yes,4,211,1306,0.162,No
19,3,LOS ANGELES,1995-11-07,Sulphur Springs Union,School Board,,Full,Sparks,Marilyn,Human Resource Manager,Yes,3,1324,3365,0.393,Yes
19,3,LOS ANGELES,1995-11-07,Sulphur Springs Union,School Board,,Full,Strickland,Paul,Animation Producer/Director,No,3,1149,3365,0.341,Yes
19,3,LOS ANGELES,1995-11-07,Sulphur Springs Union,School Board,,Full,Varner,Douglas E.,Businessman,No,3,892,3365,0.265,No
19,3,LOS ANGELES,1995-11-07,Torrance Unified ,School Board,,Full,Wilson,Beth,Librarian,No,5,4819,14922,0.323,Yes
19,3,LOS ANGELES,1995-11-07,Torrance Unified ,School Board,,Full,Ashcraft,Heidi Ann,Design Firm Owner,No,5,3884,14922,0.26,Yes
19,3,LOS ANGELES,1995-11-07,Torrance Unified ,School Board,,Full,LaBouff,Jackie Pearson,Education Project Coordinator,No,5,2619,14922,0.176,No
19,3,LOS ANGELES,1995-11-07,Torrance Unified ,School Board,,Full,Deutsch,David D.,Physician/University Professor,No,5,1837,14922,0.123,No
19,3,LOS ANGELES,1995-11-07,Torrance Unified ,School Board,,Full,Marshall,G. Rick,Business Consultant,No,5,1763,14922,0.118,No
19,3,LOS ANGELES,1995-11-07,Valle Lindo Elementary,School Board,,Full,Gonzales,Ruth E.,Elementary School Teacher,No,4,243,803,0.303,Yes
19,3,LOS ANGELES,1995-11-07,Valle Lindo Elementary,School Board,,Full,Angel,Richard,Maintenance Lead Worker,No,4,222,803,0.276,Yes
19,3,LOS ANGELES,1995-11-07,Valle Lindo Elementary,School Board,,Full,Bush,Jody,Incumbent,Yes,4,177,803,0.22,No
19,3,LOS ANGELES,1995-11-07,Valle Lindo Elementary,School Board,,Full,Muro,Larry A.,Incumbent,Yes,4,161,803,0.2,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Eng,Samuel C.,"President, Computer Company",No,10,7,34,0.206,Yes
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Hallmark,Henry E. (Hank),Business Owner,No,10,6,34,0.176,Yes
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Moore,Maxine,Incumbent,Yes,10,6,34,0.176,Yes
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Stater,Carollee,No Ballot Designation,No,10,4,34,0.118,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Ruffin,Nathaniel (Nate),Counselor/Pastor,No,10,3,34,0.088,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Cangas,Anita,Doctor of Education,No,10,3,34,0.088,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Elder II,Thomas M.,Educator,Yes,10,2,34,0.059,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Kingston,Bradley Leland,No Ballot Designation,No,10,2,34,0.059,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Trejo,Eleanor M.,Vocational Rehabilitation Couns.,No,10,1,34,0.029,No
19,3,LOS ANGELES,1995-11-07,Victor Valley Community College ,School Board,,Full,Mobbley,Ross P.,Service Representative,No,10,0,34,0.0,No
19,3,LOS ANGELES,1995-11-07,Walnut Valley Unified,School Board,,Full,McPeak,Christine,Incumbent,Yes,5,2740,9699,0.283,Yes
19,3,LOS ANGELES,1995-11-07,Walnut Valley Unified,School Board,,Full,Healy,Jack,Retired,No,5,2122,9699,0.219,Yes
19,3,LOS ANGELES,1995-11-07,Walnut Valley Unified,School Board,,Full,Everett,Ron,Businessman/Estate Trustee,No,5,1687,9699,0.174,No
19,3,LOS ANGELES,1995-11-07,Walnut Valley Unified,School Board,,Full,Werner,Marla B.,Registered Nurse,No,5,1686,9699,0.174,No
19,3,LOS ANGELES,1995-11-07,Walnut Valley Unified,School Board,,Full,Vasquez,Fran,Small Business Owner,No,5,1464,9699,0.151,No
19,3,LOS ANGELES,1995-11-07,West Covina Unified ,School Board,,Full,Cox,Steve,School Board Member,Yes,5,2040,8223,0.248,Yes
19,3,LOS ANGELES,1995-11-07,West Covina Unified ,School Board,,Full,Spence,Mike,School Board Member,Yes,5,1821,8223,0.221,Yes
19,3,LOS ANGELES,1995-11-07,West Covina Unified ,School Board,,Full,Mount,Joe,Governing Board Member,Yes,5,1588,8223,0.193,Yes
19,3,LOS ANGELES,1995-11-07,West Covina Unified ,School Board,,Full,Fuller,George S.,Retired Police Sergeant,No,5,1456,8223,0.177,No
19,3,LOS ANGELES,1995-11-07,West Covina Unified ,School Board,,Full,McBride,Bernell D.,Retired Accounts Supervisor,No,5,1318,8223,0.16,No
19,3,LOS ANGELES,1995-11-07,Westside Union Elementary,School Board,,Full,Gmur,Scott,Juvenile Court Teacher,No,6,1997,7481,0.267,Yes
19,3,LOS ANGELES,1995-11-07,Westside Union Elementary,School Board,,Full,Farrell,Gwen,Incumbent,Yes,6,1850,7481,0.247,Yes
19,3,LOS ANGELES,1995-11-07,Westside Union Elementary,School Board,,Full,LeBeau,Christine,Teacher,Yes,6,1575,7481,0.211,No
19,3,LOS ANGELES,1995-11-07,Westside Union Elementary,School Board,,Full,Kessler,Robin,Small Business Owner,No,6,1179,7481,0.158,No
19,3,LOS ANGELES,1995-11-07,Westside Union Elementary,School Board,,Full,Watson,Anthony F. M.,Retired Vocational Teacher,No,6,543,7481,0.073,No
19,3,LOS ANGELES,1995-11-07,Westside Union Elementary,School Board,,Full,Wilson,A.L.,Retired,No,6,337,7481,0.045,No
19,3,LOS ANGELES,1995-11-07,Whittier Union High ,School Board,,Full,Warner,Cathy,Incumbent,Yes,4,4985,14015,0.356,Yes
19,3,LOS ANGELES,1995-11-07,Whittier Union High ,School Board,,Full,Pacheco,Ralph S.,Incumbent,Yes,4,4968,14015,0.354,Yes
19,3,LOS ANGELES,1995-11-07,Whittier Union High ,School Board,,Full,Jones,Anita Marie,Budget Supervisor,No,4,2468,14015,0.176,No
19,3,LOS ANGELES,1995-11-07,Whittier Union High ,School Board,,Full,Sherman,John,Retired Educator,No,4,1594,14015,0.114,No
19,3,LOS ANGELES,1995-11-07,William S. Hart Union High,School Board,,Full,Hassel,John R.,Retired Peace Officer,Yes,4,4323,13779,0.314,Yes
19,3,LOS ANGELES,1995-11-07,William S. Hart Union High,School Board,,Full,Olivares,Paula,Governing Board Member,Yes,4,3628,13779,0.263,Yes
19,3,LOS ANGELES,1995-11-07,William S. Hart Union High,School Board,,Full,Mercado,Gloria E.,School Administrator,No,4,3596,13779,0.261,No
19,3,LOS ANGELES,1995-11-07,William S. Hart Union High,School Board,,Full,Wagenaar,Robert N.,Director-Information Systems,No,4,2232,13779,0.162,No
19,3,LOS ANGELES,1995-11-07,William S. Hart Union High,School Board,,Short,Aliano,George,Police Captain,Yes,2,4659,7906,0.589,Yes
19,3,LOS ANGELES,1995-11-07,William S. Hart Union High,School Board,,Short,Freixes,Gonzalo,College Professor/Attorney,No,2,3247,7906,0.411,No
19,3,LOS ANGELES,1995-11-07,Wilsona Elementary ,School Board,,Full,Kunkel,Maurice,Incumbent,Yes,3,479,1094,0.438,Yes
19,3,LOS ANGELES,1995-11-07,Wilsona Elementary ,School Board,,Full,Duns,Gayle H.,Governing Board Member,Yes,3,356,1094,0.325,Yes
19,3,LOS ANGELES,1995-11-07,Wilsona Elementary ,School Board,,Full,Hatami,Stella Montoya,Legal Office Assistant,No,3,259,1094,0.237,No
20,3,MADERA,1995-11-07,West Hills Community College ,School Board,6.0,Full,Eubanks,Sidney Keith,Sales and Farmer,No,2,27,47,0.574,Yes
20,3,MADERA,1995-11-07,West Hills Community College ,School Board,6.0,Full,"Alcorta, Jr.",Fred,Incumbent,Yes,2,20,47,0.426,No
21,3,MARIN,1995-11-07,Kentfield Elementary ,School Board,,Short,Horn,Katie,No Ballot Designation,No,2,1602,2747,0.583,Yes
21,3,MARIN,1995-11-07,Kentfield Elementary ,School Board,,Short,Waldman,Sue,No Ballot Designation,No,2,1145,2747,0.417,No
21,3,MARIN,1995-11-07,Lagunitas Elementary ,School Board,,Full,Charrier,Steve,Small Business Owner,No,3,753,1788,0.421,Yes
21,3,MARIN,1995-11-07,Lagunitas Elementary ,School Board,,Full,Sloan,Richard C. C.,Builder/Contractor,No,3,658,1788,0.368,Yes
21,3,MARIN,1995-11-07,Lagunitas Elementary ,School Board,,Full,Andersen,Mary Jane,Homemaker/Business Consultant,No,3,377,1788,0.211,No
21,3,MARIN,1995-11-07,Larkspur Elementary ,School Board,,Full,River,Marilyn,Incumbent,Yes,3,2264,4668,0.485,Yes
21,3,MARIN,1995-11-07,Larkspur Elementary ,School Board,,Full,Totty,Patrick,Editor,No,3,1834,4668,0.393,Yes
21,3,MARIN,1995-11-07,Larkspur Elementary ,School Board,,Full,Chantikian,Kosrof,No Ballot Designation,No,3,570,4668,0.122,No
21,3,MARIN,1995-11-07,Marin County Office of Education,School Board,1.0,Full,Warren,Patricia A.,Incumbent,Yes,2,5105,7455,0.685,Yes
21,3,MARIN,1995-11-07,Marin County Office of Education,School Board,1.0,Full,Mc Gill,Edmond Francis,Attorney,No,2,2350,7455,0.315,No
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Metcalfe,Phyllis L.,Incumbent,Yes,7,27959,156849,0.178,Yes
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Parnell,Frank,Physician,No,7,27786,156849,0.177,Yes
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Schoof,Howard,Incumbent,Yes,7,24122,156849,0.154,Yes
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Mc Fadden,Larry,Businessman,No,7,22438,156849,0.143,Yes
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Freid,Joel,Attorney at Law,No,7,20542,156849,0.131,No
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Crane,Basia,Teacher,No,7,18366,156849,0.117,No
21,3,MARIN,1995-11-07,Marin Community College ,School Board,,Full,Machado,Betty J.,Retired,No,7,15636,156849,0.1,No
21,3,MARIN,1995-11-07,Mill Valley Elementary,School Board,,Full,Khademi,Monib,Management/Investment Advisor,No,5,3182,10724,0.297,Yes
21,3,MARIN,1995-11-07,Mill Valley Elementary,School Board,,Full,Kennedy,Julie,Sales Representative,No,5,3034,10724,0.283,Yes
21,3,MARIN,1995-11-07,Mill Valley Elementary,School Board,,Full,Coles,Betty J.,Retired School Administrator,No,5,2050,10724,0.191,No
21,3,MARIN,1995-11-07,Mill Valley Elementary,School Board,,Full,Rosanelli,Tom,Physician and Surgeon,No,5,1415,10724,0.132,No
21,3,MARIN,1995-11-07,Mill Valley Elementary,School Board,,Full,Bonapart,Barri Kaplan,Attorney,No,5,1043,10724,0.097,No
21,3,MARIN,1995-11-07,Ross Elementary ,School Board,,Full,Lanphier,Cameron M.,Homemaker,,3,609,1470,0.414,Yes
21,3,MARIN,1995-11-07,Ross Elementary ,School Board,,Full,Robbins,Elizabeth,Physician,,3,483,1470,0.329,Yes
21,3,MARIN,1995-11-07,Ross Elementary ,School Board,,Full,George,Michael,Investment Banker,,3,378,1470,0.257,No
21,3,MARIN,1995-11-07,Ross Valley ,School Board,2.0,Full,Sagar,Sharon,Homemaker,No,3,3611,9031,0.4,Yes
21,3,MARIN,1995-11-07,Ross Valley ,School Board,2.0,Full,Pollard,W. Lee,Architect,No,3,2795,9031,0.309,Yes
21,3,MARIN,1995-11-07,Ross Valley ,School Board,2.0,Full,Wasserman,Steven,Attorney at Law,No,3,2625,9031,0.291,No
21,3,MARIN,1995-11-07,Ross Valley ,School Board,,Full,Sias,Spencer,School Trustee,No,4,4098,12855,0.319,Yes
21,3,MARIN,1995-11-07,Ross Valley ,School Board,,Full,Sharp,Susan,"Educator, Reading Specialist",No,4,3777,12855,0.294,Yes
21,3,MARIN,1995-11-07,Ross Valley ,School Board,,Full,Wright,John D.,Appointed Incumbent,Yes,4,3123,12855,0.243,Yes
21,3,MARIN,1995-11-07,Ross Valley ,School Board,,Full,Vance,John,Government Attorney,No,4,1857,12855,0.144,No
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Holland,Harry,Retired School Principal,No,8,6602,35179,0.188,Yes
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Ohm,Kathy,Incumbent,Yes,8,6220,35179,0.177,Yes
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Raful,Bruce,San Rafael Bd. of Edu. Member,Yes,8,4690,35179,0.133,Yes
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Shakeshaft,Paul H.,Business Executive,No,8,4456,35179,0.127,No
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Green,David C.,Research/Development Manager,No,8,4133,35179,0.117,No
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Carroll,Kevin,San Rafael Bd. of Edu. Member,Yes,8,3629,35179,0.103,No
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Gonzalez,Chris,Educator/Administrator,No,8,3547,35179,0.101,No
21,3,MARIN,1995-11-07,San Rafael Elementary & High ,School Board,,Full,Ellinwood,Janet,Real Estate Broker,No,8,1902,35179,0.054,No
21,3,MARIN,1995-11-07,Shoreline Unified School,School Board,1.0,Full,Munger,Carl E.,No Ballot Designation,No,2,758,1090,0.695,Yes
21,3,MARIN,1995-11-07,Shoreline Unified School,School Board,1.0,Full,Fjelstul,Curtis,Ranch Manager,No,2,332,1090,0.305,No
21,3,MARIN,1995-11-07,Shoreline Unified School,School Board,2.0,Full,Furlong,Tim,General Engineering Contractor,No,2,583,1030,0.566,Yes
21,3,MARIN,1995-11-07,Shoreline Unified School,School Board,2.0,Full,Poncia,Al,Incumbent,Yes,2,447,1030,0.434,No
23,3,MENDOCINO,1995-11-07,Anderson Valley Unified,School Board,,Full,Mc Clure,Pat,Electrical Contractor,No,4,539,1786,0.302,Yes
23,3,MENDOCINO,1995-11-07,Anderson Valley Unified,School Board,,Full,Bradford,Martha,Incumbent,Yes,4,446,1786,0.25,Yes
23,3,MENDOCINO,1995-11-07,Anderson Valley Unified,School Board,,Full,Smith,Tom,No Ballot Designation,No,4,432,1786,0.242,Yes
23,3,MENDOCINO,1995-11-07,Anderson Valley Unified,School Board,,Full,Manley,Raymond B.,Business Owner,No,4,369,1786,0.207,No
23,3,MENDOCINO,1995-11-07,Arena Union Elementary,School Board,,Full,Mc Allister,Cathleen,Incumbent,Yes,3,357,904,0.395,Yes
23,3,MENDOCINO,1995-11-07,Arena Union Elementary,School Board,,Full,Mason,Kelly M.,No Ballot Designation,No,3,286,904,0.316,Yes
23,3,MENDOCINO,1995-11-07,Arena Union Elementary,School Board,,Full,Bullamore,Lena,Appointed Incumbent,Yes,3,261,904,0.289,No
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Petersen,Allen,Incumbent,Yes,9,1594,10074,0.158,Yes
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Rosengarten,Linda,Employment Services Coordinator,No,9,1299,10074,0.129,Yes
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Barhight,Russell,Retired Teacher,No,9,1238,10074,0.123,Yes
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Hurst,Jim,Business/Government Consultant,Yes,9,1195,10074,0.119,Yes
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Borcich,Zida,Businesswoman,No,9,1194,10074,0.119,No
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Overfield,Allen,Forester,No,9,1165,10074,0.116,No
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Dunn,V. Ruth,Retired Teacher,No,9,1002,10074,0.099,No
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Booth,Lyn,Dental Hygienist,No,9,898,10074,0.089,No
23,3,MENDOCINO,1995-11-07,Fort Bragg Unified ,School Board,,Full,Mangino-Ugrin,Rosemary,Homemaker,No,9,489,10074,0.049,No
23,3,MENDOCINO,1995-11-07,Leggett Valley Unified,School Board,,Full,George,Gary L.,Postmaster,No,3,60,165,0.364,Yes
23,3,MENDOCINO,1995-11-07,Leggett Valley Unified,School Board,,Full,Oglesby,Linda,Incumbent,Yes,3,59,165,0.358,Yes
23,3,MENDOCINO,1995-11-07,Leggett Valley Unified,School Board,,Full,Umina,Janice Fay,No Ballot Designation,No,3,46,165,0.279,No
23,3,MENDOCINO,1995-11-07,Mendocino County Office of Education,School Board,3.0,Full,Hansen,Ernest B.,Retired Educator,No,2,685,1347,0.509,Yes
